N_unmapped	17288826	17288826	17288826
N_multimapping	0	0	0
N_noFeature	1132127	1164681	2219966
N_ambiguous	26081	13943	129
DDX11L1	0	0	0
WASH7P	0	0	0
MIR6859-3	0	0	0
MIR6859-2	0	0	0
MIR6859-1	0	0	0
MIR6859-4	0	0	0
MIR1302-2	0	0	0
MIR1302-11	0	0	0
MIR1302-9	0	0	0
MIR1302-10	0	0	0
FAM138A	0	0	0
FAM138C	0	0	0
FAM138F	0	0	0
OR4F5	0	0	0
LOC729737	0	0	0
FAM138D	0	0	0
OR4F29	0	0	0
OR4F3	0	0	0
OR4F16	0	0	0
LOC100132287	0	0	0
LOC100132062	0	0	0
LOC101928626	0	0	0
MIR6723	0	0	0
LOC100133331	0	0	0
LOC100288069	5	5	0
FAM87B	1	0	1
LINC00115	2	2	0
LINC01128	6	6	0
FAM41C	0	0	0
LOC100130417	0	0	0
SAMD11	0	0	0
NOC2L	286	286	0
KLHL17	5	5	0
PLEKHN1	2	2	0
PERM1	0	0	0
HES4	0	0	0
ISG15	32	32	0
AGRN	104	104	0
RNF223	0	0	0
C1orf159	12	12	0
LINC01342	13	0	13
MIR200B	0	0	0
MIR200A	0	0	0
MIR429	0	0	0
TTLL10	0	0	0
TNFRSF18	1	0	1
TNFRSF4	2	2	0
SDF4	178	178	0
B3GALT6	33	33	0
FAM132A	2	1	1
UBE2J2	141	141	0
SCNN1D	1	1	0
ACAP3	33	33	0
MIR6726	0	0	0
PUSL1	30	30	0
CPSF3L	153	153	0
MIR6727	0	0	0
CPTP	22	22	0
TAS1R3	0	0	0
DVL1	20	20	0
MIR6808	0	0	0
MXRA8	3	3	0
AURKAIP1	283	283	0
CCNL2	43	43	0
LOC148413	25	25	0
MRPL20	278	276	2
ANKRD65	0	0	0
TMEM88B	0	0	0
LOC102724312	0	0	0
VWA1	0	0	0
ATAD3C	4	4	0
ATAD3B	48	48	0
ATAD3A	119	119	0
TMEM240	0	0	0
SSU72	240	239	1
C1orf233	8	5	3
MIB2	11	11	0
MMP23B	0	0	0
MMP23A	0	0	0
CDK11B	34	34	0
SLC35E2B	9	9	0
CDK11A	17	17	0
SLC35E2	1	0	1
NADK	125	125	0
GNB1	323	323	0
CALML6	1	1	0
TMEM52	0	0	0
