N_unmapped	18947515	18947515	18947515
N_multimapping	0	0	0
N_noFeature	1231974	1268393	2419282
N_ambiguous	28533	15179	167
DDX11L1	0	0	0
WASH7P	0	0	0
MIR6859-3	0	0	0
MIR6859-2	0	0	0
MIR6859-1	0	0	0
MIR6859-4	0	0	0
MIR1302-2	0	0	0
MIR1302-11	0	0	0
MIR1302-9	0	0	0
MIR1302-10	0	0	0
FAM138A	0	0	0
FAM138C	0	0	0
FAM138F	0	0	0
OR4F5	0	0	0
LOC729737	0	0	0
FAM138D	0	0	0
OR4F29	0	0	0
OR4F3	0	0	0
OR4F16	0	0	0
LOC100132287	0	0	0
LOC100132062	0	0	0
LOC101928626	0	0	0
MIR6723	0	0	0
LOC100133331	0	0	0
LOC100288069	10	10	0
FAM87B	1	0	1
LINC00115	1	1	0
LINC01128	8	8	0
FAM41C	0	0	0
LOC100130417	0	0	0
SAMD11	0	0	0
NOC2L	321	321	0
KLHL17	3	3	0
PLEKHN1	0	0	0
PERM1	0	0	0
HES4	0	0	0
ISG15	42	42	0
AGRN	156	156	0
RNF223	0	0	0
C1orf159	16	16	0
LINC01342	17	0	17
MIR200B	0	0	0
MIR200A	0	0	0
MIR429	0	0	0
TTLL10	2	2	0
TNFRSF18	1	1	0
TNFRSF4	5	5	0
SDF4	199	199	0
B3GALT6	40	40	0
FAM132A	0	0	0
UBE2J2	144	144	0
SCNN1D	0	0	0
ACAP3	48	47	1
MIR6726	0	0	0
PUSL1	31	31	0
CPSF3L	152	152	0
MIR6727	0	0	0
CPTP	15	15	0
TAS1R3	0	0	0
DVL1	15	15	0
MIR6808	0	0	0
MXRA8	1	1	0
AURKAIP1	337	337	0
CCNL2	55	55	0
LOC148413	24	24	1
MRPL20	310	308	3
ANKRD65	0	0	0
TMEM88B	0	0	0
LOC102724312	0	0	0
VWA1	1	1	0
ATAD3C	1	1	0
ATAD3B	62	62	0
ATAD3A	138	138	0
TMEM240	0	0	0
SSU72	239	239	0
C1orf233	6	4	2
MIB2	29	26	3
MMP23B	0	0	0
MMP23A	0	0	0
CDK11B	31	31	0
SLC35E2B	4	4	0
CDK11A	17	17	0
SLC35E2	1	1	0
NADK	134	134	0
GNB1	346	346	0
CALML6	0	0	0
TMEM52	3	3	0
CFAP74	0	0	0
GABRD	0	0	0
PRKCZ	0	0	0
FAAP20	65	65	0
SKI	45	45	0
MORN1	14	14	0
LOC100129534	0	0	0
RER1	156	156	0
PEX10	20	20	0
PLCH2	0	0	0
PANK4	64	64	0
HES5	5	5	0
LOC115110	1	2	10
TNFRSF14	10	20	1
LOC100996583	0	0	0
FAM213B	104	104	0
MMEL1	0	0	0
TTC34	0	0	0
ACTRT2	0	0	0
LINC00982	0	0	0
PRDM16	0	0	0
MIR4251	0	0	0
ARHGEF16	0	0	0
MEGF6	0	0	0
MIR551A	0	0	0
TPRG1L	62	62	0
WRAP73	38	37	1
TP73	1	1	0
TP73-AS1	15	15	0
CCDC27	0	0	0
SMIM1	139	139	0
LRRC47	174	174	0
CEP104	19	19	0
DFFB	28	28	0
C1orf174	81	81	0
LINC01134	0	0	0
LINC01346	0	0	0
LOC284661	0	0	0
AJAP1	4	3	1
MIR4417	0	0	0
MIR4689	0	0	0
NPHP4	16	19	0
KCNAB2	61	61	3
CHD5	6	6	0
RPL22	95	95	0
LOC102724450	0	0	0
RNF207	1	0	1
ICMT	110	110	0
LINC00337	0	0	0
HES3	0	0	0
GPR153	2	2	0
ACOT7	321	182	139
HES2	2	2	0
ESPN	44	44	0
MIR4252	0	0	0
TNFRSF25	0	0	0
PLEKHG5	1	1	0
NOL9	85	85	0
TAS1R1	0	0	0
ZBTB48	21	20	1
KLHL21	58	58	0
PHF13	36	34	2
THAP3	34	34	1
DNAJC11	153	154	0
LOC100505887	0	0	0
CAMTA1	17	17	0
VAMP3	30	30	0
PER3	3	3	0
UTS2	0	0	0
TNFRSF9	0	0	0
PARK7	468	468	0
ERRFI1	0	0	0
LOC102724539	1	1	0
SLC45A1	1	0	1
RERE	45	45	0
LOC102724552	0	0	0
ENO1	1876	1876	0
MIR6728	0	0	0
ENO1-AS1	0	0	0
CA6	0	0	0
SLC2A7	0	0	0
SLC2A5	0	0	0
GPR157	1	1	0
MIR34A	0	0	0
H6PD	44	44	0
SPSB1	1	1	0
LOC100506022	1	1	0
SLC25A33	25	25	0
TMEM201	94	94	0
PIK3CD	17	17	0
PIK3CD-AS1	0	0	0
PIK3CD-AS2	0	0	0
CLSTN1	46	46	0
CTNNBIP1	27	27	0
LZIC	23	23	0
NMNAT1	15	15	0
MIR5697	0	0	0
RBP7	0	0	0
UBE4B	82	82	0
KIF1B	20	20	0
MIR1273D	0	0	0
RNU6-1	0	0	0
RNU6-2	0	0	0
RNU6-7	0	0	0
RNU6-9	0	0	0
RNU6-8	0	0	0
PGD	457	457	0
APITD1-CORT	0	0	0
APITD1	0	0	0
CORT	0	0	0
DFFA	125	125	0
PEX14	55	55	0
CASZ1	9	6	3
C1orf127	0	0	0
TARDBP	99	99	0
MASP2	0	0	0
SRM	273	273	0
EXOSC10	118	117	1
MTOR	130	130	0
MTOR-AS1	0	0	0
ANGPTL7	0	0	0
UBIAD1	61	61	0
PTCHD2	2	0	2
LOC101929181	0	0	0
FBXO2	0	0	0
FBXO44	2	2	0
FBXO6	26	26	0
MAD2L2	68	68	0
DRAXIN	1	0	1
AGTRAP	86	86	0
C1orf167	1	2	1
LOC102724659	3	0	3
MTHFR	92	93	1
CLCN6	13	13	0
NPPA-AS1	0	0	0
NPPA	0	0	0
NPPB	0	0	0
RNU5E-1	11277	11277	0
KIAA2013	70	70	0
PLOD1	123	123	0
MFN2	222	222	0
MIIP	55	54	1
MIR6729	0	0	0
TNFRSF8	0	0	0
MIR7846	0	0	0
TNFRSF1B	39	39	0
MIR4632	0	0	0
VPS13D	47	47	0
SNORA59A	0	0	0
SNORA59B	0	0	0
DHRS3	20	20	0
MIR6730	0	0	0
AADACL4	0	0	0
AADACL3	0	0	0
C1orf158	0	0	0
PRAMEF12	0	0	0
PRAMEF1	0	0	0
PRAMEF11	0	0	0
HNRNPCL1	0	0	0
PRAMEF2	0	0	0
PRAMEF4	0	0	0
PRAMEF10	0	0	0
PRAMEF7	0	0	0
PRAMEF6	0	0	0
