N_unmapped	16115551	16115551	16115551
N_multimapping	0	0	0
N_noFeature	970358	1003049	1803289
N_ambiguous	18610	9968	120
DDX11L1	0	0	0
WASH7P	0	0	0
MIR6859-3	0	0	0
MIR6859-2	0	0	0
MIR6859-1	0	0	0
MIR6859-4	0	0	0
MIR1302-2	0	0	0
MIR1302-11	0	0	0
MIR1302-9	0	0	0
MIR1302-10	0	0	0
FAM138A	0	0	0
FAM138C	0	0	0
FAM138F	0	0	0
OR4F5	0	0	0
LOC729737	0	0	0
FAM138D	0	0	0
OR4F29	0	0	0
OR4F3	0	0	0
OR4F16	0	0	0
LOC100132287	0	0	0
LOC100132062	0	0	0
LOC101928626	0	0	0
MIR6723	0	0	0
LOC100133331	0	0	0
LOC100288069	8	8	0
FAM87B	0	0	1
LINC00115	1	2	0
LINC01128	5	5	0
FAM41C	0	0	0
LOC100130417	0	0	0
SAMD11	0	0	0
NOC2L	150	150	0
KLHL17	1	1	0
PLEKHN1	2	2	0
PERM1	0	0	0
HES4	0	0	0
ISG15	22	22	0
AGRN	104	104	0
RNF223	0	0	0
C1orf159	12	12	0
LINC01342	13	0	13
MIR200B	0	0	0
MIR200A	0	0	0
MIR429	0	0	0
TTLL10	0	0	0
TNFRSF18	0	0	0
TNFRSF4	0	0	0
SDF4	114	113	1
B3GALT6	25	25	0
FAM132A	1	1	0
UBE2J2	93	93	0
SCNN1D	0	0	0
ACAP3	28	28	0
MIR6726	0	0	0
PUSL1	17	17	0
CPSF3L	91	91	0
MIR6727	0	0	0
CPTP	19	19	0
TAS1R3	0	0	0
DVL1	11	11	0
MIR6808	0	0	0
MXRA8	0	0	0
AURKAIP1	189	189	0
CCNL2	24	24	0
LOC148413	10	10	0
MRPL20	185	184	1
ANKRD65	0	0	0
TMEM88B	0	0	0
LOC102724312	0	0	0
VWA1	0	0	0
ATAD3C	3	3	0
ATAD3B	32	32	0
ATAD3A	77	77	0
TMEM240	0	0	0
SSU72	126	126	0
C1orf233	7	3	4
MIB2	14	13	1
MMP23B	0	0	0
MMP23A	0	0	0
CDK11B	20	20	0
SLC35E2B	5	5	0
CDK11A	8	8	0
SLC35E2	1	1	0
NADK	61	61	0
GNB1	193	193	0
CALML6	0	0	0
TMEM52	0	0	0
CFAP74	0	0	0
GABRD	0	0	0
PRKCZ	0	0	1
FAAP20	35	36	0
SKI	34	33	1
MORN1	21	21	0
LOC100129534	0	0	0
RER1	114	114	0
PEX10	19	19	0
PLCH2	0	0	0
PANK4	38	38	0
HES5	4	4	0
LOC115110	3	3	10
TNFRSF14	6	15	1
LOC100996583	0	0	0
FAM213B	77	78	0
MMEL1	0	0	1
TTC34	0	0	0
ACTRT2	0	0	0
LINC00982	0	0	0
PRDM16	0	0	0
MIR4251	0	0	0
ARHGEF16	0	0	0
MEGF6	0	0	0
MIR551A	0	0	0
TPRG1L	49	49	0
WRAP73	37	36	1
TP73	1	1	0
TP73-AS1	10	10	0
CCDC27	1	1	0
SMIM1	152	152	0
LRRC47	124	124	0
CEP104	19	19	0
DFFB	13	13	0
C1orf174	72	72	0
LINC01134	0	0	0
LINC01346	0	0	0
LOC284661	0	0	0
AJAP1	0	0	0
MIR4417	0	0	0
MIR4689	0	0	0
NPHP4	12	15	0
KCNAB2	31	30	4
CHD5	5	5	0
RPL22	78	78	0
LOC102724450	0	0	0
RNF207	0	0	0
ICMT	51	51	0
LINC00337	0	0	0
HES3	0	0	0
GPR153	2	2	0
ACOT7	229	134	95
HES2	1	1	0
ESPN	48	47	1
MIR4252	0	0	0
TNFRSF25	0	0	0
PLEKHG5	0	0	0
NOL9	51	51	0
TAS1R1	0	0	0
ZBTB48	16	15	1
KLHL21	36	36	0
PHF13	23	21	2
THAP3	15	15	0
DNAJC11	104	104	0
LOC100505887	0	0	0
CAMTA1	11	11	0
VAMP3	17	17	0
PER3	3	3	0
