baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene
1741.03878184644	-5.35026978928734	0.419343403679068	-12.7586835570734	2.22044604925031e-16	2.80042655731449e-12	SLC27A1
9869.86987112993	-1.11392287029794	0.104555641300063	-10.6538763135803	1.48769885299771e-14	9.38142896700356e-11	HIST1H1C
1475.70008278047	-0.982370001327907	0.097096621829698	-10.1174477836204	2.84883228118815e-13	1.1976490910115e-09	THBS1
21.6573789144964	-4.44620039670366	0.520718350589856	-8.53858979939371	7.18666681720492e-10	2.26595604746471e-06	HSPA12B
3515.0856079987	-1.02398079797254	0.123965581738691	-8.26020241756305	2.50663068079859e-09	6.32272522924637e-06	POLR2E
103.253539468889	-2.14569901311862	0.297471777569118	-7.21311793223836	1.9359088887505e-07	0.000406928048415356	GDF11
10968.264672292	-1.14711311369941	0.160787334093976	-7.13434997951366	2.62514243454248e-07	0.000472975662634997	HIST1H3H
113.370199500652	-1.83969072710774	0.281705900667624	-6.53053671487815	2.44335944454832e-06	0.00385195616433043	FNBP1
327.084196436852	-1.94837009081149	0.304086516437817	-6.40728866782859	3.7666894154853e-06	0.0052783874342334	MEX3D
13.3624526449174	-3.75727154541562	0.594714070788145	-6.31777812224335	5.13338068941493e-06	0.00647421972549012	C1QTNF4
999.93174751977	-0.99284816850651	0.158228440064486	-6.27477694971824	5.94799608255592e-06	0.00648554264421564	HIST1H2BL
220.789181033312	-1.2194611173506	0.19467779530076	-6.26399695695467	6.17083029896826e-06	0.00648554264421564	MARVELD1
8.84050140359857	-5.51133314325496	0.899867161680697	-6.12460747313121	9.87654041750829e-06	0.00958176367273959	DLK1
141.952527257592	-1.85913789140245	0.30693383972938	-6.05712909675137	1.23586682179155e-05	0.0108906197884444	MEF2C
7662.69963247396	0.739940256998708	0.122447629640552	6.04291205285739	1.2952687664658e-05	0.0108906197884444	RPS14
12.0698008622103	-6.69165297811669	1.11412727912916	-6.00618358734303	1.46159850191729e-05	0.0115210501913631	ST6GALNAC3
712.311538333449	-0.574140412373104	0.096474356909411	-5.95122300646398	1.74902204266303e-05	0.0122548144455923	APOL4
6762.42166981638	0.618492772111504	0.103635228469426	5.96797808279999	1.65613555715982e-05	0.0122548144455923	RPS23
3958.61117259589	-1.08071937142608	0.184392973547556	-5.86095744666404	2.34113197570274e-05	0.01554018761977	EGR1
522.173105473967	-0.894608344994223	0.154087931074497	-5.80583007868219	2.79186593954428e-05	0.0176055066147662	TNS1
625.922657102058	-0.974917967324336	0.170973155801637	-5.70216980995212	3.87172353537579e-05	0.0232524653467426	CDK16
151.544849751886	-2.79294401677944	0.491191511836149	-5.68605920395283	4.07161387894206e-05	0.023341451927826	GALNT14
630.539077435111	-1.39758788065421	0.246564183131797	-5.66825182353088	4.30393927206563e-05	0.0236005574344746	SNORA73A
859.67512136646	-0.659512452104126	0.116783888802592	-5.64728969780196	4.59353877100277e-05	0.0241390462416196	TMED3
11.9503759158547	-4.63109099168959	0.823606407471914	-5.62294191700726	4.95310265262727e-05	0.0249874122619741	SHANK1
1514.84173723859	-0.706185210199459	0.12707398860735	-5.55727586690871	6.06055349661183e-05	0.0293983464227955	FAM117A
